_id,cat_number,name,photos.checksum,photos.path,photos.status,photos.url,price,url
6400e23dd40b65854f6a76b3,A549-AF,Anti-A549 HCP (A549-AF)  ,1ee88f8b6a6ef4ac43e70d9d99811569,full/16b9ce3d6b31131ee89a17a5908fea29cdc03556.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/a/b/xab-vial_3_lm_edt.jpg.pagespeed.ic.y1Uj9v3XUO.jpg,,"[""https://www.cygnustechnologies.com/a549-affinity-purified-antibody.html""]"
6400e23fd40b65854f6a76b4,F400,Protein A ELISA Kit (F400)  ,cd217c51b9535dac7fcdf353df8057f5,full/1dfa5a4b22d14a4b6e146500de37f0b1ae4f31b7.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/4/xf400_1.dt_lm_edit.jpg.pagespeed.ic.z1_QbAK-RJ.jpg,682,"[""https://www.cygnustechnologies.com/protein-a-elisa-kit-1-400.html""]"
6400e241d40b65854f6a76b5,F050H,Protein A-H ELISA Kit (Human IgG) (F050H)  ,723014ba99e814a57381bb6971eedb71,full/52d3ca0a23dd0d61a7bde19d9fef3cf9c65442a0.jpg,uptodate,https://h8t3nr-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/0/xf050h_2_lm_edit.jpg.pagespeed.ic.192yafyvoi.jpg,682,"[""https://www.cygnustechnologies.com/protein-a-h-elisa-kit-human-igg.html""]"
6400e242d40b65854f6a76b6,M221-1,Spiking MVP (M221-1)  ,127486a5aa1175a005352efd328d9b0c,full/23ec2cea59d679d9b9efce9bdf74eab96aade980.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/s/p/xspike_c1202_m221-1.jpg.pagespeed.ic.UqWaLvHuup.jpg,2100,"[""https://www.cygnustechnologies.com/spiking-mvp.html""]"
6400e243d40b65854f6a76b7,M231-1,RVLP Stock Solution (M231-1)  ,c774fdbf0c858bea695bc18fb79d1665,full/9f96f3735f969077aa90f903d53100a5cef65b5e.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/m/2/xm231-1_.jpg.pagespeed.ic.Q3x3edDBxq.jpg,,"[""https://www.cygnustechnologies.com/rvlp-stock-solution.html""]"
6400e245d40b65854f6a76b8,F400Z,Protein A ELISA Kit (F400Z)  ,bf4a45805b147705c0456ddb5317494a,full/4688aeb488de024a4f2d9d42329515ed17782562.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/4/xf400z_2.dt_lm_edit.jpg.pagespeed.ic.nIrQMR_-Tr.jpg,725,"[""https://www.cygnustechnologies.com/protein-a-elisa-kit-f400z.html""]"
6400e246d40b65854f6a76b9,M004-30,"Sample Recovery Buffer, 1X (M004-30)  ",adbb771a8eb123d08a9c685c374541c8,full/3f0243ca63cf751780a0284430e945d624f7bf6e.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/s/a/xsample_recovery_buffer_c1208_m004-30.jpg.pagespeed.ic.Wy1D9RyR8a.jpg,38,"[""https://www.cygnustechnologies.com/sample-recovery-buffer-1x.html""]"
6400e246d40b65854f6a76ba,F910,Tosoh R40 and R28 Protein A Mix-N-Go™ ELISA (F910)  ,1db664e032b0fb8e219a62106fd40219,full/a3372ae91e67acf6078d25f4fc8d5741cde27d14.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/9/xf910_2_lm_edt.jpg.pagespeed.ic.9sau5qQTOG.jpg,725,"[""https://www.cygnustechnologies.com/tosoh-r40-and-r28-protein-a-mix-n-gotm-elisa.html""]"
6400e248d40b65854f6a76bb,F740,Protein A Mix-N-Go™ ELISA Kit for Amsphere™ Ligands (F740)  ,dc4acf587db1c0c829314655b38a9a84,full/d646eba440831209d37aa9a15134647c37a52327.jpg,uptodate,https://h8t3nr-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/7/xf740_3.dt_lm_edit.jpg.pagespeed.ic.tg55YS0mkP.jpg,725,"[""https://www.cygnustechnologies.com/protein-a-mix-n-gotm-elisa-kit-for-amspheretm-ligands.html""]"
6400e248d40b65854f6a76bc,F402,Sample Treatment Plate (F402)  ,0df275d550e149c65b41a489d77282b3,full/448d571354a344648983ca29227ea6775a623a70.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/4/xf402_3_edt_lm_1_.jpg.pagespeed.ic.GAr9V4wWwX.jpg,44,"[""https://www.cygnustechnologies.com/sample-treatment-plate.html""]"
6400e24ad40b65854f6a76bd,F050,Protein A ELISA Kit (F050)  ,334407ef6783640aeb55ee56882de5ce,full/eeee5b650ffa2ad9cde835594f5b856a3bedd352.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/0/xf050_2_lm_edt.jpg.pagespeed.ic.DvoijO7vO6.jpg,,"[""https://www.cygnustechnologies.com/protein-a-elisa-kit.html""]"
6400e24cd40b65854f6a76be,M223-1,"Forward Primer, 1X (M223-1)  ",a949404438d4d812a38b562c67f28409,full/a193f0a30c267d0a186cef0f077433d557a7ae83.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/f/w/xfwd_primer_c1210_m223-1.jpg.pagespeed.ic.wprGq295Qy.jpg,126,"[""https://www.cygnustechnologies.com/forward-primer-1x.html""]"
6400e24dd40b65854f6a76bf,M220,mAb Coated Microplate (M220)  ,928ea27df8fa3a68e68b679f474dd06b,full/4536191002f12bdb596cd287dd07a7da9e2eb91e.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/m/v/xmvm_plate_c1201_m220_1.jpg.pagespeed.ic.5zybqZE-py.jpg,256,"[""https://www.cygnustechnologies.com/mab-coated-microplates.html""]"
6400e24ed40b65854f6a76c0,M006-1,Nuclease-Free Water (M006-1)  ,fa7d7eb90e7121cd40ce0a74c5b45abc,full/461d8006e033b85d4753e919aca45b1016025eb9.jpg,uptodate,https://h8t3nr-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/n/u/xnuclease_free_water_c1213_m006-1.jpg.pagespeed.ic.8Lrseyyb9o.jpg,21,"[""https://www.cygnustechnologies.com/nuclease-free-water.html""]"
6400e24fd40b65854f6a76c1,M002-50,"Plate Wash Buffer 1, 20X (M002-50)  ",e9b33b961c735e57b81daf6822c9589c,full/06a4f5135afd80d3656019277c1d5a38c29c524f.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/p/l/xplate_buffer1_c1206_m002-50.jpg.pagespeed.ic.FUhOEBC8Y7.jpg,53,"[""https://www.cygnustechnologies.com/plate-wash-buffer-1-20x.html""]"
6400e250d40b65854f6a76c2,M005-1,2X Master Mix (M005-1)  ,f5a1149f4fecd088a544284a57db8dc5,full/098eed6d39a5e09383918e255baf0d13d6d09e91.jpg,uptodate,https://h8t3nr-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/2/x/x2x_master_mix_c1209_m005-1.jpg.pagespeed.ic.fsnvsWHIHf.jpg,210,"[""https://www.cygnustechnologies.com/2x-master-mix.html""]"
6400e252d40b65854f6a76c3,M225-1,"6-FAM™ Probe, 1X (M225-1)  ",3f35ed3c5c4a9c9d4b29134f1e6aa69d,full/4270dcc290b4c1a121ac3d16474195a4067dcef7.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/6/-/x6-fam_c1212_m225-1.jpg.pagespeed.ic.IOqfiAaF3q.jpg,147,"[""https://www.cygnustechnologies.com/6-famtm-probe-1x.html""]"
6400e253d40b65854f6a76c4,M003-20,"Plate Wash Buffer 2, 20X (M003-20)  ",b7e4ed846e2343777d26ac3bf5c10e50,full/8f1322bb56708946522733a6458d36588765f82b.jpg,uptodate,https://xfyh77-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/p/l/xplate_buffer2_c1217_m003-20.jpg.pagespeed.ic._am11eqPVY.jpg,21,"[""https://www.cygnustechnologies.com/plate-wash-buffer-2-20x.html""]"
6400e253d40b65854f6a76c5,M001-30,"Assay Diluent, 5X (M001-30)  ",aa4bb7a3143efa55f853090a002ca84e,full/cf11acac709a26e005c1cbed321e7b479f103e33.jpg,uptodate,https://h8t3nr-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/d/i/xdiluent_c1220_m001-30.jpg.pagespeed.ic.a_LT8VN35K.jpg,126,"[""https://www.cygnustechnologies.com/assay-diluent-5x.html""]"
6400e254d40b65854f6a76c6,M222-1,anti-MVP mAb conjugate (Lyophilized) (M222-1)  ,26d9b7c2a44a01bc9fe90579a8a5e977,full/6a3b91258c5e62433b7e98361ef915d7b09279d5.jpg,uptodate,https://9w3vpx-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/m/a/xmab_conj._c1218_m222-1.jpg.pagespeed.ic.YXyulR-uNZ.jpg,137,"[""https://www.cygnustechnologies.com/anti-mvp-mab-conjugate-lyophilized.html""]"
6400e256d40b65854f6a76c7,M224-1,"Reverse Primer, 1X (M224-1)  ",522f96b7c1bc0c074f3dcc9468cb2294,full/487eb2105db60607de18e465ad1d9059eefb3c5c.jpg,uptodate,https://h8t3nr-x37ykhc4perb.cloudmaestro.com/8ScOotBsO/media/catalog/product/cache/6cc840b2b6c4582263a7b4d15fafbc87/r/e/xrev_primer_c1211_m224-1.jpg.pagespeed.ic.fUjTQJjxZm.jpg,126,"[""https://www.cygnustechnologies.com/reverse-primer-1x.html""]"
